,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,CNT
6462,-7.168,54.48,194,400,13153,20061,939.632,1.07,1.11,7.36,1.147,0.026,6462
29929,22.14,49.42,39,400,13245,20173,939.691,2.38,2.47,16.38,2.554,0.058,4935
18559,20.192,47.84,1184,403,12918,19432,938.722,1.44,1.5,9.92,1.547,0.035,18559
31629,19.37,52.76,215,400,13143,20061,939.603,0.75,0.78,5.15,0.802,0.018,6635
50836,38.65,14.12,348,4397,12307,20235,930.873,1.28,1.33,8.79,1.37,0.031,848
44992,26.87,48.09,1159,400,12933,19430,938.726,1.85,1.92,12.72,1.983,0.045,19998
4300,-3.5,51.34,120,400,13215,20099,939.664,1.92,2.0,13.23,2.063,0.047,4300
18055,18.493,53.59,1178,406,12912,19429,938.696,1.8,1.87,12.38,1.931,0.044,18055
10621,2.248,54.18,946,674,12786,19496,939.078,2.48,2.58,17.08,2.663,0.06,10621
32419,18.34,56.61,279,400,13119,19992,939.523,0.64,0.66,4.38,0.683,0.015,7425
35429,23.72,53.49,956,691,12784,19485,939.084,2.19,2.28,15.1,2.354,0.053,10435
30709,21.91,49.71,34,400,13257,20227,939.664,2.1,2.18,14.45,2.253,0.051,5715
62075,-19.63,17.97,60000,17640,10998,15969,936.781,7346.92,13243.76,36469.15,14595.246,5624.23,5189
13028,20.828,48.83,1086,536,12848,19466,938.923,1.9,1.98,13.09,2.041,0.046,13028
6819,-5.915,54.31,230,400,13137,20032,939.606,0.42,0.43,2.87,0.447,0.01,6819
32316,20.83,50.79,254,400,13130,20009,939.496,0.5,0.52,3.46,0.539,0.012,7322
38047,25.38,48.46,1111,543,12827,19455,938.903,2.05,2.13,14.14,2.205,0.05,13053
3969,-0.121,49.65,117,400,13235,20095,939.65,2.15,2.23,14.8,2.308,0.052,3969
48819,26.3,51.18,1387,400,12974,19381,938.693,1.61,1.67,11.09,1.729,0.039,23825
16252,12.373,53.36,1122,410,12884,19445,938.775,1.6,1.66,10.99,1.714,0.039,16252
49700,24.52,53.55,1367,418,12988,19390,938.797,1.75,1.82,12.05,1.88,0.042,24706
36813,24.25,53.48,1076,611,12819,19464,939.087,2.13,2.21,14.63,2.282,0.052,11819
17017,14.312,51.21,1140,400,12891,19452,938.78,1.92,2.0,13.23,2.062,0.047,17017
39662,27.15,47.03,1168,464,12856,19439,938.873,2.06,2.14,14.18,2.211,0.05,14668
27957,21.06,45.75,155,400,13159,20014,939.615,0.92,0.95,6.31,0.984,0.022,2963
19686,18.978,50.33,1132,400,12937,19441,938.716,1.66,1.72,11.42,1.781,0.04,19686
29702,22.43,47.65,57,400,13241,20158,939.64,2.06,2.14,14.14,2.206,0.05,4708
35134,22.94,55.81,937,718,12768,19496,939.101,2.34,2.43,16.13,2.515,0.057,10140
49940,24.52,53.59,1302,408,12990,19404,938.862,2.19,2.28,15.1,2.354,0.053,24946
3597,4.194,58.08,331,400,13107,19881,939.656,1.51,1.57,10.4,1.622,0.037,3597
58044,-8.48,47.38,121,401,12774,20610,937.466,1.91,1.98,13.13,2.048,0.046,1158
54351,28.21,44.52,201,413,12775,20527,937.356,1.67,1.73,11.48,1.79,0.04,3209
55671,54.49,20.34,32587,714,12645,18740,936.911,0.42,0.44,2.92,0.456,0.01,4529
39149,24.54,53.23,1132,490,12849,19453,938.92,1.84,1.92,12.69,1.979,0.045,14155
40729,26.88,47.93,1164,408,12885,19447,938.786,1.81,1.88,12.45,1.942,0.044,15735
58812,-4.614,47.01,110,401,12781,20611,937.364,1.7,1.77,11.71,1.826,0.041,1926
60458,12.098,38.98,0,400,13331,21304,937.476,1.72,1.79,11.84,1.846,0.042,3572
27027,18.4,46.85,73,400,13106,19984,939.647,0.92,0.95,6.31,0.984,0.022,2033
62362,-17.035,12.27,2287,400,13610,20091,936.694,0.86,0.89,5.93,0.925,0.021,5476
16026,12.102,49.98,1122,400,12888,19450,938.803,1.99,2.07,13.72,2.139,0.048,16026
33608,20.87,50.77,342,400,13093,19927,939.342,0.4,0.42,2.77,0.433,0.01,8614
58209,-9.083,46.12,74,400,12782,20652,937.479,1.88,1.95,12.91,2.013,0.045,1323
61337,20.313,22.92,13817,537,12746,19092,936.872,0.85,0.88,5.83,0.909,0.021,4451
6959,-5.454,56.61,209,400,13152,20051,939.584,0.58,0.6,3.97,0.619,0.014,6959
27976,18.91,49.33,176,400,13145,19995,939.638,0.89,0.93,6.14,0.958,0.022,2982
56043,47.36,27.4,60000,5226,11621,17054,936.863,1065.56,1107.08,7333.83,1143.625,25.83,4901
42782,27.11,47.38,1084,401,12905,19457,938.707,2.02,2.1,13.89,2.167,0.049,17788
32148,20.98,50.42,237,400,13138,20030,939.52,0.52,0.54,3.58,0.558,0.013,7154
46695,24.73,52.56,1371,410,12953,19379,938.708,2.4,2.5,16.54,2.579,0.058,21701
7773,-4.081,50.47,283,400,13119,19983,939.419,0.49,0.5,3.34,0.521,0.012,7773
13755,18.851,47.69,1141,505,12847,19447,938.873,1.59,1.65,10.96,1.71,0.039,13755
2913,12.671,45.38,143,400,13160,20017,939.653,1.21,1.26,8.34,1.3,0.029,2913
6250,-7.881,50.57,168,400,13171,20100,939.67,0.83,0.86,5.68,0.886,0.02,6250
11662,13.57,47.51,992,593,12818,19479,939.058,2.22,2.31,15.31,2.388,0.054,11662
27798,18.75,49.59,131,400,13162,20043,939.653,0.9,0.93,6.19,0.966,0.022,2804
7452,-4.274,49.82,262,400,13130,19996,939.475,0.35,0.36,2.4,0.375,0.008,7452
10361,-0.212,49.79,908,678,12793,19516,939.103,2.6,2.7,17.89,2.79,0.063,10361
13468,19.945,46.97,1113,513,12845,19445,938.874,1.83,1.91,12.63,1.969,0.044,13468
27470,19.39,53.8,0,400,13247,20200,939.607,0.94,0.98,6.5,1.014,0.023,2476
14626,14.666,52.66,1193,467,12857,19432,938.897,1.76,1.83,12.11,1.889,0.043,14626
40880,24.71,52.82,1140,414,12875,19439,938.798,1.93,2.0,13.28,2.071,0.047,15886
52498,28.73,41.55,81,400,12787,20641,937.492,2.12,2.2,14.59,2.275,0.051,1356
18553,20.177,48.33,1180,400,12919,19432,938.716,1.46,1.52,10.05,1.567,0.035,18553
50721,40.29,13.79,0,1315,12914,20629,930.923,0.99,1.03,6.83,1.064,0.024,733
51018,33.86,16.43,0,400,13363,21073,930.929,0.71,0.74,4.91,0.766,0.017,1030
57322,23.405,46.12,48,400,12831,20720,937.51,1.73,1.8,11.9,1.856,0.042,436
49952,24.28,54.38,1320,418,12988,19400,938.879,2.14,2.22,14.72,2.296,0.052,24958
5083,-8.63,53.24,45,400,13237,20160,939.689,2.29,2.38,15.78,2.461,0.056,5083
21601,-6.92,54.14,1306,400,12968,19397,938.726,1.73,1.8,11.91,1.857,0.042,21601
33582,18.34,56.95,340,400,13085,19924,939.331,0.42,0.44,2.9,0.453,0.01,8588
8868,-5.158,57.26,365,400,13060,19901,939.284,0.61,0.64,4.23,0.659,0.015,8868
26391,15.18,54.61,36,400,13092,19975,939.672,0.51,0.53,3.49,0.544,0.012,1397
22922,-21.653,53.49,1266,400,12984,19405,938.753,1.68,1.75,11.57,1.805,0.041,22922
45845,25.89,47.12,1360,420,12946,19388,938.706,1.75,1.82,12.03,1.877,0.042,20851
47365,24.47,53.67,1377,417,12964,19383,938.735,2.18,2.26,14.99,2.338,0.053,22371
61468,17.163,19.59,38150,740,12632,18658,936.863,1.03,1.07,7.1,1.107,0.025,4582
49227,24.36,53.34,1235,400,13013,19423,938.764,2.73,2.83,18.77,2.927,0.066,24233
39803,24.62,52.98,1124,463,12858,19440,938.843,1.64,1.71,11.31,1.764,0.04,14809
23994,-14.274,54.13,1377,405,12971,19383,938.754,1.64,1.71,11.3,1.762,0.04,23994
16969,14.152,53.23,1176,409,12895,19438,938.78,1.65,1.72,11.39,1.775,0.04,16969
29920,21.71,52.31,20,400,13254,20189,939.675,2.26,2.35,15.57,2.428,0.055,4926
10408,0.205,50.74,952,684,12784,19511,939.088,1.99,2.06,13.67,2.131,0.048,10408
48359,26.94,47.87,1343,401,12971,19383,938.703,1.78,1.85,12.27,1.913,0.043,23365
50739,37.41,15.49,0,762,13208,20810,930.901,0.98,1.02,6.75,1.052,0.024,751
28677,22.56,50.01,288,400,13136,19928,939.668,1.57,1.63,10.79,1.682,0.038,3683
53902,26.35,46.83,158,431,12768,20563,937.347,1.42,1.48,9.78,1.525,0.034,2760
44355,24.83,52.46,1191,401,12924,19423,938.682,1.76,1.83,12.1,1.887,0.043,19361
20448,11.435,52.74,1147,400,12982,19447,938.757,2.01,2.09,13.84,2.158,0.049,20448
10110,-2.185,51.68,887,714,12776,19505,939.132,2.3,2.39,15.82,2.467,0.056,10110
35667,24.07,52.38,992,675,12788,19490,939.09,2.46,2.56,16.94,2.641,0.06,10673
57809,-0.641,47.21,43,400,12801,20704,937.555,1.98,2.06,13.65,2.129,0.048,923
23456,-20.985,54.15,1406,417,12969,19387,938.682,1.77,1.84,12.16,1.896,0.043,23456
20612,9.104,46.93,1004,400,13018,19484,938.721,2.3,2.38,15.8,2.463,0.056,20612
23556,-20.24,51.26,1427,414,12966,19381,938.701,1.9,1.97,13.04,2.034,0.046,23556
3375,6.922,56.61,266,400,13142,19949,939.665,1.79,1.86,12.34,1.924,0.043,3375
41970,24.48,53.61,1155,402,12893,19443,938.779,1.69,1.76,11.66,1.818,0.041,16976
15006,13.174,49.87,1063,431,12870,19463,938.817,2.02,2.1,13.89,2.166,0.049,15006
52956,25.88,47.62,149,420,12782,20569,937.406,2.24,2.32,15.4,2.401,0.054,1814
19328,20.423,49.47,1191,400,12923,19438,938.679,1.58,1.64,10.86,1.694,0.038,19328
26581,15.59,55.8,3,400,13134,20009,939.621,0.6,0.63,4.15,0.647,0.015,1587
19338,20.398,47.99,1147,400,12924,19440,938.677,1.58,1.64,10.89,1.699,0.038,19338
53164,28.72,41.68,131,400,12789,20594,937.344,1.64,1.7,11.27,1.757,0.04,2022
29049,20.83,48.31,149,400,13216,20061,939.649,1.98,2.06,13.62,2.125,0.048,4055
20087,15.783,53.41,1208,400,12935,19424,938.726,1.43,1.48,9.82,1.531,0.035,20087
61053,18.807,42.14,6554,400,13049,19540,936.902,0.4,0.42,2.75,0.429,0.01,4167
54889,26.78,41.37,0,400,13456,21314,937.391,2.2,2.29,15.14,2.361,0.053,3747
51763,26.29,46.75,68,406,12823,20700,937.5,2.14,2.22,14.72,2.295,0.052,621
207,22.691,53.13,24,418,12591,19660,939.807,0.28,0.63,1.05,0.702,0.336,207
21115,1.118,53.73,1337,405,12951,19404,938.708,1.95,2.03,13.45,2.097,0.047,21115
25971,15.38,53.85,0,400,13034,19932,939.751,0.12,0.13,0.86,0.134,0.003,977
8042,-4.224,52.02,309,400,13117,19965,939.398,0.26,0.27,1.79,0.28,0.006,8042
25891,13.21,54.68,26,400,12988,19904,939.773,0.15,0.16,1.06,0.165,0.004,897
58906,-5.096,41.82,145,408,12788,20582,937.355,1.59,1.65,10.95,1.708,0.039,2020
42921,24.64,53.08,1163,406,12904,19440,938.724,1.69,1.75,11.63,1.813,0.041,17927
60854,15.222,72.81,1176,400,13355,20326,937.095,0.82,0.86,5.68,0.885,0.02,3968
16729,13.419,53.26,1138,400,12892,19444,938.756,1.68,1.75,11.58,1.806,0.041,16729
62534,1.647,15.96,1251,400,13645,20358,936.678,0.6,0.62,4.1,0.64,0.014,5648
59437,7.445,43.71,167,428,12772,20559,937.327,1.81,1.88,12.48,1.947,0.044,2551
45687,24.45,52.47,1053,400,13007,19471,938.713,2.5,2.6,17.23,2.687,0.061,20693
35534,25.91,49.19,969,686,12781,19484,939.096,2.28,2.37,15.7,2.449,0.055,10540
12529,20.086,52.72,1113,581,12824,19452,938.955,1.8,1.87,12.4,1.934,0.044,12529
7109,-5.008,50.05,251,400,13121,20009,939.551,0.52,0.54,3.59,0.56,0.013,7109
49902,26.43,49.93,1237,400,12995,19410,938.845,1.58,1.64,10.86,1.694,0.038,24908
42902,27.08,47.36,1132,407,12905,19448,938.694,1.7,1.76,11.68,1.821,0.041,17908
15886,12.017,52.82,1140,414,12875,19439,938.798,1.93,2.0,13.28,2.071,0.047,15886
8072,-4.251,54.71,307,400,13110,19952,939.383,0.38,0.39,2.58,0.403,0.009,8072
56020,43.96,32.16,60000,3229,11940,17612,936.871,413.02,429.11,2842.64,443.276,10.012,4878
14413,15.675,47.99,1117,472,12863,19456,938.929,1.97,2.05,13.55,2.113,0.048,14413
43478,26.3,51.34,1205,400,12912,19420,938.722,1.73,1.8,11.91,1.857,0.042,18484
33624,18.78,54.66,344,400,13084,19917,939.318,0.31,0.32,2.13,0.333,0.008,8630
9890,-3.494,52.42,732,792,12732,19542,939.151,3.03,3.15,20.88,3.257,0.074,9890
14197,16.75,50.87,1107,492,12850,19457,938.901,1.68,1.75,11.6,1.808,0.041,14197
40383,27.14,47.04,1092,423,12880,19449,938.806,2.03,2.11,13.96,2.177,0.049,15389
601,25.973,52.62,39,400,12834,19797,939.856,0.19,0.21,1.3,0.217,0.014,601
47366,24.44,53.75,1390,418,12957,19379,938.747,2.17,2.25,14.91,2.325,0.053,22372
10788,3.987,48.82,1036,687,12777,19470,939.067,2.05,2.13,14.13,2.203,0.05,10788
13725,18.979,52.43,1166,514,12843,19439,938.884,1.9,1.98,13.1,2.042,0.046,13725
30907,20.23,51.11,88,400,13211,20182,939.632,1.8,1.87,12.36,1.928,0.044,5913
25196,11.84,50.61,27,429,12582,19656,939.812,0.44,1.0,1.68,1.124,0.538,202
7476,-4.242,56.16,273,400,13119,19992,939.48,0.52,0.54,3.59,0.56,0.013,7476
9139,-5.236,57.57,376,400,13040,19885,939.28,0.52,0.54,3.56,0.556,0.013,9139
605,25.995,54.57,16,400,12852,19820,939.842,0.15,0.16,1.01,0.169,0.011,605
21212,-0.496,48.13,1415,422,12938,19383,938.687,1.94,2.02,13.36,2.084,0.047,21212
13782,18.734,52.03,1182,513,12848,19439,938.895,2.07,2.15,14.21,2.217,0.05,13782
43362,26.6,49.33,1228,400,12911,19420,938.723,1.87,1.95,12.9,2.012,0.045,18368
3427,6.277,59.08,259,400,13146,19947,939.687,1.82,1.9,12.56,1.958,0.044,3427
7329,-4.481,50.02,254,400,13130,20011,939.502,0.49,0.51,3.37,0.526,0.012,7329
29639,22.4,47.7,51,400,13244,20169,939.663,2.18,2.27,15.03,2.343,0.053,4645
25201,11.46,53.13,24,418,12591,19660,939.807,0.28,0.63,1.05,0.702,0.336,207
14876,13.624,53.36,1151,455,12860,19444,938.819,2.02,2.1,13.91,2.169,0.049,14876
39957,27.02,47.43,1071,435,12871,19469,938.838,2.07,2.16,14.28,2.227,0.05,14963
387,24.477,56.15,7,400,12711,19740,939.85,0.06,0.08,0.38,0.086,0.018,387
11707,14.026,49.57,996,614,12817,19477,939.07,2.46,2.56,16.94,2.642,0.06,11707
32033,21.09,50.02,238,400,13139,20036,939.548,0.46,0.48,3.18,0.495,0.011,7039
2310,19.593,49.1,21,400,13209,20137,939.621,1.13,1.18,7.8,1.216,0.027,2310
36124,26.32,48.57,1017,637,12801,19475,939.064,2.48,2.58,17.06,2.66,0.06,11130
32122,18.58,56.0,244,400,13132,20025,939.541,0.41,0.42,2.8,0.437,0.01,7128
17093,14.576,53.49,1157,400,12893,19436,938.793,2.07,2.15,14.27,2.226,0.05,17093
26099,16.44,49.91,12,400,13051,19946,939.746,0.23,0.23,1.55,0.242,0.005,1105
37277,24.68,52.25,1007,567,12826,19483,939.025,1.75,1.82,12.04,1.877,0.042,12283
47351,24.89,51.58,1392,412,12964,19386,938.723,2.04,2.12,14.04,2.189,0.049,22357
27100,17.23,52.95,17,400,13139,20041,939.642,0.83,0.86,5.71,0.891,0.02,2106
45927,24.44,53.56,1366,424,12944,19388,938.685,2.06,2.14,14.19,2.213,0.05,20933
6769,-6.087,55.67,218,400,13133,20040,939.622,0.8,0.83,5.48,0.855,0.019,6769
27754,18.26,52.09,117,400,13174,20059,939.617,0.95,0.99,6.57,1.024,0.023,2760
56050,47.88,27.24,60000,5125,11636,17056,936.868,2127.74,2210.65,14644.39,2283.619,51.578,4908
26971,17.52,48.69,83,400,13103,19968,939.607,0.77,0.8,5.31,0.828,0.019,1977
14645,14.58,50.3,1134,453,12869,19450,938.857,1.99,2.07,13.68,2.134,0.048,14645
56774,47.7,15.34,1186,400,13692,20370,936.66,0.69,0.72,4.74,0.739,0.017,5632
34454,22.62,56.99,646,541,12869,19613,939.19,2.94,3.05,20.21,3.152,0.071,9460
52995,27.56,41.17,183,445,12762,20540,937.429,1.7,1.77,11.73,1.829,0.041,1853
36855,24.68,52.0,1126,616,12808,19445,939.05,2.28,2.37,15.71,2.45,0.055,11861
11539,12.284,47.92,1030,606,12813,19472,939.052,2.37,2.46,16.29,2.54,0.057,11539
52160,26.83,44.5,74,404,12783,20672,937.538,2.23,2.31,15.33,2.391,0.054,1018
19417,20.174,51.38,1254,408,12923,19415,938.671,1.95,2.03,13.42,2.093,0.047,19417
22438,-18.311,54.08,1329,401,12964,19395,938.742,1.7,1.76,11.69,1.823,0.041,22438
35529,25.82,49.47,906,672,12789,19502,939.096,2.28,2.37,15.72,2.451,0.055,10535
6163,-8.15,54.32,161,400,13172,20100,939.654,1.17,1.21,8.04,1.253,0.028,6163
15571,12.077,47.11,1195,446,12865,19426,938.8,1.92,2.0,13.23,2.063,0.047,15571
22834,-21.29,50.03,1421,429,12957,19373,938.731,2.23,2.31,15.33,2.39,0.054,22834
36342,24.06,53.85,1073,645,12796,19465,939.121,2.16,2.25,14.89,2.323,0.052,11348
41373,24.47,53.7,1141,400,12890,19442,938.743,1.74,1.81,12.0,1.872,0.042,16379
60661,12.69,40.25,0,400,13418,21254,937.416,1.99,2.07,13.72,2.139,0.048,3775
50343,35.0,19.98,659,11207,11970,19330,930.96,102.37,106.35,704.54,109.865,2.481,355
54911,27.49,38.28,0,400,13449,21296,937.374,1.78,1.85,12.26,1.911,0.043,3769
14328,16.096,52.79,1136,468,12860,19443,938.895,1.99,2.07,13.69,2.134,0.048,14328
43208,25.24,49.69,1245,420,12899,19419,938.704,1.77,1.83,12.15,1.894,0.043,18214
12250,18.629,48.43,984,559,12831,19488,939.029,2.05,2.13,14.11,2.2,0.05,12250
26667,18.6,49.01,3,400,13137,20037,939.6,1.07,1.11,7.33,1.143,0.026,1673
9455,-4.932,57.5,639,530,12874,19625,939.186,2.81,2.92,19.33,3.014,0.068,9455
4848,-7.612,54.02,45,400,13251,20183,939.686,2.44,2.54,16.81,2.621,0.059,4848
59752,19.853,42.25,168,417,12781,20562,937.419,1.8,1.87,12.37,1.929,0.044,2866
53197,25.81,47.89,131,418,12784,20591,937.336,1.83,1.9,12.57,1.961,0.044,2055
49812,24.79,52.15,1371,423,12985,19386,938.836,2.06,2.14,14.17,2.21,0.05,24818
33829,20.83,51.18,356,400,13077,19915,939.294,0.29,0.3,2.01,0.313,0.007,8835
35636,25.48,51.6,900,650,12790,19495,939.088,2.09,2.17,14.4,2.245,0.051,10642
20673,8.193,47.81,1036,400,13007,19460,938.713,2.69,2.79,18.51,2.886,0.065,20673
44873,26.92,47.97,1163,400,12931,19452,938.717,1.52,1.57,10.43,1.627,0.037,19879
33941,20.74,51.86,354,400,13068,19913,939.27,0.39,0.41,2.72,0.424,0.01,8947
8350,-4.573,53.15,333,400,13095,19934,939.383,0.23,0.24,1.58,0.247,0.006,8350
60069,18.42,47.71,183,431,12773,20535,937.352,1.89,1.96,12.99,2.026,0.046,3183
11334,10.047,53.07,1069,645,12802,19463,939.105,2.14,2.22,14.74,2.298,0.052,11334
2000,22.553,53.75,68,400,13114,19981,939.623,0.6,0.62,4.13,0.643,0.015,2000
55979,45.49,26.22,28910,478,12779,18847,936.847,22.79,23.67,156.83,24.456,0.552,4837
4278,-3.293,48.17,113,400,13223,20103,939.648,1.8,1.87,12.36,1.928,0.044,4278
10199,-1.539,55.42,927,712,12769,19500,939.055,2.39,2.48,16.45,2.566,0.058,10199
31191,21.67,49.56,162,400,13181,20104,939.667,0.81,0.84,5.55,0.865,0.02,6197
61987,-15.621,22.66,60000,16472,11058,15818,936.818,7337.87,12974.75,37059.1,14275.055,5372.012,5101
54567,25.85,44.62,0,400,13099,20996,937.449,2.04,2.12,14.07,2.194,0.05,3425
11387,10.634,52.54,1048,632,12803,19467,939.116,2.39,2.49,16.48,2.57,0.058,11387
4673,-6.54,53.65,59,400,13248,20155,939.663,2.07,2.15,14.27,2.225,0.05,4673
45724,27.02,46.62,1141,400,12978,19449,938.687,2.54,2.64,17.48,2.726,0.062,20730
41991,26.9,47.89,1096,400,12898,19457,938.773,1.71,1.77,11.74,1.83,0.041,16997
50786,37.29,14.95,0,1001,13068,20692,930.872,1.07,1.11,7.34,1.145,0.026,798
62496,-3.865,13.73,1297,400,13674,20336,936.674,0.71,0.74,4.92,0.767,0.017,5610
10873,4.906,54.42,1030,657,12789,19473,939.081,2.39,2.48,16.43,2.562,0.058,10873
14258,16.445,51.19,1151,498,12842,19438,938.902,1.71,1.77,11.76,1.833,0.041,14258
45071,24.95,51.54,1241,409,12925,19418,938.74,1.36,1.41,9.35,1.458,0.033,20077
22787,-21.048,53.43,1396,415,12968,19387,938.739,1.57,1.63,10.78,1.68,0.038,22787
22260,-16.361,54.19,1356,404,12960,19385,938.718,2.13,2.21,14.64,2.283,0.052,22260
1082,27.11,57.06,25,400,13041,19933,939.792,0.24,0.25,1.63,0.254,0.006,1082
25021,12.33,49.37,30,445,12478,19500,939.771,0.17,0.58,0.14,0.665,0.398,27
21380,-3.297,47.89,1314,400,12959,19406,938.698,1.78,1.85,12.28,1.915,0.043,21380
7943,-4.147,50.33,286,400,13123,19973,939.413,0.21,0.22,1.47,0.229,0.005,7943
31900,20.77,52.23,214,400,13145,20054,939.595,0.47,0.48,3.2,0.499,0.011,6906
50492,39.64,14.26,604,13336,11829,19506,930.909,1.3,1.35,8.92,1.392,0.031,504
35822,25.99,49.32,929,663,12802,19497,939.058,2.04,2.12,14.07,2.194,0.05,10828
51158,26.98,44.74,11,441,12867,20772,937.583,2.19,2.28,15.08,2.351,0.053,16
28888,20.09,52.44,167,400,13212,20046,939.672,1.94,2.01,13.32,2.077,0.047,3894
796,26.786,57.22,8,400,12959,19897,939.788,0.13,0.14,0.92,0.143,0.003,796
30834,21.98,49.77,0,400,13282,20274,939.678,2.19,2.28,15.09,2.353,0.053,5840
21069,1.881,49.07,1348,404,12952,19391,938.692,1.92,1.99,13.2,2.059,0.047,21069
41547,24.54,53.43,1157,406,12898,19450,938.763,1.65,1.72,11.36,1.772,0.04,16553
38285,26.0,46.76,1153,540,12837,19442,938.911,1.73,1.8,11.91,1.857,0.042,13291
19624,19.316,51.53,1084,400,12932,19457,938.702,1.81,1.88,12.43,1.939,0.044,19624
32404,18.61,55.22,263,400,13124,20008,939.503,0.53,0.56,3.68,0.574,0.013,7410
45516,25.99,52.44,1013,400,13009,19472,938.741,1.91,1.99,13.16,2.052,0.046,20522
16435,12.703,53.45,1186,415,12882,19434,938.742,1.43,1.49,9.84,1.535,0.035,16435
34744,23.82,53.78,692,860,12698,19558,939.136,2.58,2.68,17.76,2.769,0.063,9750
42602,27.11,47.33,1174,402,12903,19446,938.75,1.83,1.9,12.59,1.963,0.044,17608
46107,24.44,53.6,1352,413,12951,19394,938.713,1.98,2.06,13.62,2.124,0.048,21113
3914,0.489,48.09,156,400,13212,20058,939.659,2.3,2.39,15.83,2.469,0.056,3914
17844,17.615,47.47,1094,400,12920,19459,938.713,1.88,1.95,12.91,2.012,0.045,17844
15764,11.997,52.61,1170,421,12874,19439,938.798,1.93,2.01,13.3,2.074,0.047,15764
38182,24.66,52.63,1141,534,12843,19453,938.889,1.83,1.9,12.62,1.968,0.044,13188
8600,-4.892,53.58,323,400,13101,19937,939.362,0.54,0.56,3.73,0.581,0.013,8600
12574,20.247,49.22,1097,580,12818,19442,939.005,1.73,1.8,11.91,1.857,0.042,12574
36816,25.81,52.86,994,579,12826,19487,939.082,2.11,2.19,14.52,2.264,0.051,11822
25994,14.84,49.62,36,400,13016,19914,939.744,0.22,0.23,1.52,0.236,0.005,1000
47514,26.87,48.07,1331,400,12967,19394,938.756,2.08,2.16,14.32,2.233,0.05,22520
12460,19.797,51.65,1120,586,12823,19440,938.995,2.22,2.3,15.26,2.38,0.054,12460
6176,-8.111,55.52,172,400,13173,20097,939.677,0.85,0.88,5.82,0.908,0.021,6176
4923,-7.992,54.55,21,400,13257,20203,939.657,2.25,2.34,15.48,2.414,0.055,4923
16086,12.159,49.99,1140,400,12883,19442,938.79,1.95,2.02,13.4,2.09,0.047,16086
61298,20.664,24.91,19700,648,12681,18945,936.88,0.76,0.79,5.22,0.814,0.018,4412
54209,26.05,48.28,193,433,12765,20531,937.367,1.62,1.68,11.12,1.734,0.039,3067
19192,20.676,53.57,1228,408,12916,19418,938.701,1.47,1.52,10.09,1.573,0.036,19192
3157,9.643,46.62,203,400,13129,19969,939.642,0.77,0.8,5.29,0.825,0.019,3157
19904,17.467,52.96,1235,421,12925,19434,938.756,1.42,1.47,9.74,1.519,0.034,19904
49380,26.92,47.69,1320,406,12989,19391,938.805,1.95,2.03,13.43,2.095,0.047,24386
13853,18.416,53.01,1138,510,12843,19447,938.898,2.15,2.24,14.83,2.312,0.052,13853
40995,24.86,52.26,1159,411,12879,19435,938.766,1.62,1.69,11.17,1.742,0.039,16001
3576,4.449,52.81,340,400,13096,19871,939.71,1.35,1.4,9.29,1.449,0.033,3576
26090,16.21,51.07,4,400,13048,19957,939.757,0.21,0.22,1.43,0.222,0.005,1096
877,26.978,50.76,0,400,13000,19927,939.75,0.17,0.17,1.14,0.178,0.004,877
18496,20.026,48.04,1191,400,12915,19431,938.731,1.69,1.76,11.63,1.814,0.041,18496
35947,26.26,48.57,1027,653,12792,19478,939.046,2.32,2.42,16.0,2.495,0.056,10953
2251,20.197,49.02,0,400,13226,20169,939.626,1.05,1.09,7.22,1.126,0.025,2251
44046,25.53,48.08,1316,429,12903,19400,938.713,1.71,1.78,11.8,1.84,0.042,19052
10535,1.396,49.47,906,672,12789,19502,939.096,2.28,2.37,15.72,2.451,0.055,10535
30852,19.92,53.63,22,400,13252,20244,939.682,2.5,2.59,17.18,2.679,0.061,5858
40145,25.99,47.01,1166,467,12861,19441,938.814,1.55,1.61,10.68,1.666,0.038,15151
32786,18.85,53.28,302,400,13109,19958,939.414,0.27,0.28,1.84,0.287,0.006,7792
29444,22.01,49.79,58,400,13255,20161,939.655,2.45,2.54,16.84,2.626,0.059,4450
58037,-8.364,46.93,124,411,12774,20625,937.49,2.02,2.1,13.89,2.165,0.049,1151
8085,-4.264,56.56,310,400,13110,19953,939.394,0.26,0.27,1.8,0.28,0.006,8085
39298,27.11,47.15,1111,472,12857,19455,938.921,2.22,2.3,15.25,2.378,0.054,14304
1883,23.519,54.3,74,400,13112,19975,939.611,0.8,0.83,5.52,0.861,0.019,1883
55817,48.17,15.49,544,400,13383,20605,936.842,0.81,0.85,5.6,0.874,0.02,4675
23658,-19.255,48.28,1341,400,12982,19393,938.72,1.58,1.64,10.89,1.698,0.038,23658
27505,18.38,50.41,53,400,13187,20119,939.626,1.03,1.07,7.1,1.107,0.025,2511
17380,15.659,52.12,1197,409,12895,19421,938.743,1.75,1.82,12.06,1.881,0.042,17380
17677,16.898,51.17,1203,410,12898,19434,938.706,1.45,1.5,9.95,1.552,0.035,17677
25348,13.83,50.88,12,400,12693,19739,939.827,0.08,0.11,0.51,0.12,0.027,354
